Red,redProductName,redProductPrice,redProductLink,redProductImage,Yellow & Orange,yellowProductName,yellowProductPrice,yellowProductLink,yellowProductImage,"White, Tan & Brown",whiteProductName,whiteProductPrice,whiteProductLink,whiteProductImage,Green,greenProductName,greenProductPrice,greenProductLink,greenProductImage,Blue & Purple,blueProductName,blueProductPrice,blueProductLink,blueProductImage,Recipes
Cranberries,Nature's Wonders Premium Whole Dried Cranberries,$4.28,https://www.fairprice.com.sg/search?query=Cranberries,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13151586_XL1_20220908.jpg,Corn,Pasar Sweet Corn,$1.57,https://www.fairprice.com.sg/search?query=Corn,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10388088_XL1_20221122.jpg,Bananas,Sumifru Philippines Banana,$2.45,https://www.fairprice.com.sg/search?query=Bananas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102605_XL1_20230525.jpg,Xiao Bai Cai,Simply Finest Xiao Bai Cai,$1.83,https://www.fairprice.com.sg/search?query=Xiao Bai Cai,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167889_XL1_20230521.jpg,Purple Cabbage,Orgo Fresh Purple Cabbage (Whole),$4.28,https://www.fairprice.com.sg/search?query=Purple Cabbage,https://media.nedigital.sg/fairprice/90150776_XL1_20240723233732_50ecf8d8b9af9635e4a8222bfd959a66.jpg,"Total time: 40 mins, Serves: 3-4

Gianataang Monok with Papaya
Ingredients:
750g chicken leg and thigh with the skin on
1 green papaya, peeled sliced into wedges
400g any leafy greens, I used spinach and bok choy
1 litre (2 tins) coconut milk
1 cup chicken stock
1 red bell pepper chopped
3 red chillies and 3 green birds eye chilli (depending on how spicy you want it)
1 onion chopped
6 cloves garlic minced
3 thumbs ginger julienne
Fish sauce and ground black pepper to taste
4 tablespoons cooking oil

Instructions: 
Heat the oil, with the pan on a high heat brown the chicken on both sides until the skin darkens and the fat has mostly rendered off, donâ€™t worry about cooking the chicken through, this step is just to brown the skin.
Remove and set aside.
Add the onion, garlic and ginger to the oil and chicken fat, cook on a low heat for a few minutes until lightly browned and fragrant.
Add the chicken back in along with the coconut milk, stock and chilli. Cook covered for 30 minutes on a low to medium heat.
Then add the papaya and cook for 10 minutes until it is tender.
Finish with the greens for 30 seconds until vibrant and season with fish sauce and pepper. Serve as is or with steamed rice!

Source: https://seemapankhania.wordpress.com/2020/05/20/gianataang-monok-with-papaya/"
Beets,Vietnam Beetroot,$2.99,https://www.fairprice.com.sg/product/vietnam-beetroot-500-g-90135064,https://media.nedigital.sg/fairprice/90135064_XL1_20240802101738_b41b7918258f1763d01193e9f1e0ba76.jpg,Pumpkin,Orgo Fresh Pumpkin (Whole) (Pumkin),$4.38,https://www.fairprice.com.sg/search?query=Pumpkin,https://media.nedigital.sg/fairprice/90145601_XL1_20240724091412_273be78687a34123211b86c072682172.jpg,Leeks,Orgo Fresh Chinese Leek,$4.98,https://www.fairprice.com.sg/search?query=Leeks,https://media.nedigital.sg/fairprice/90161678_XL1_20240724070925_d786365cd41cb04912b92de982f9d4f5.jpg,Bok Choy,Simply Finest Xiao Bai Cai,$1.83,https://www.fairprice.com.sg/search?query=Bok Choy,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167889_XL1_20230521.jpg,Dried Plums,Sun Q Organic Soft Dried Plums,$9.19,https://www.fairprice.com.sg/search?query=Dried Plums,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237945_XL1_20230911.jpg,"Total time: 32 mins, Serves: 2

Roasted pumpkin and leek risotto
Ingredients:
1 small pumpkin cut into 3cm cubes
1 tbsp olive oil
1 tsp dried thyme and dried sage
Save the pumpkin seeds to roast
2 leeks around 220g
2 tbsp of butter vegan or dairy
3 large cloves garlic minced
1 tsp chopped fresh thyme
120 g arborio rice
250 ml white wine
900 ml vegetable stock we use boiling water and stock cube
Generous pinch of salt and pepper to season
1/2 lemon squeezed
fresh parsley

Instructions: 
Preheat the oven to 200Â°C
Chop the pumpkin, toss in the oil and herbs then roast on a tray for 40 minutes, turn over after around 30 minutes
Prep the ingredients for the risotto, then add the leeks to a large pot with the butter and sweat down for around 5 minutes
Add the minced garlic, continue to fry for two minutes before adding the arborio rice, fresh chopped thyme and toss until coated
Add the white wine and allow the rice to absorb, followed by adding a ladle full of the vegetable stock at a time until each bit has been absorbed by the rice, season generously with salt and pepper
For the final ten minutes of baking, add the pumpkin seeds to the tray of pumpkin and allow to roast
Once the rice has fully absorbed the stock add the roasted squash to the pot, squeeze in 1/2 lemon juice, season again to taste and serve up. Top with the toasted pumpkin seeds and chopped walnuts

Source: https://lucyandlentils.co.uk/recipe/roasted-pumpkin-and-leek-risotto"
Cherries,Pasar Cherries,$6.45,https://www.fairprice.com.sg/search?query=Cherries,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12197760_XL1.jpg,Yellow Peppers,Orgo Fresh Sweet Crunchy Mini Pepper (bell capsicum) Yellow,$4.19,https://www.fairprice.com.sg/search?query=Yellow Peppers,https://media.nedigital.sg/fairprice/90149416_XL1_20240724020737_6c2934ece9ff673ef00d224649d9b9ed.jpg,Turnips,Orgo Fresh Turnip (Jicama),$3.99,https://www.fairprice.com.sg/search?query=Turnips,https://media.nedigital.sg/fairprice/90144338_XL1_20240723235937_2da5adae4d5d7beadbc260b80fdf0067.jpg,Xiao Bai Chye,Simply Finest Xiao Bai Cai,$1.83,https://www.fairprice.com.sg/search?query=Xiao Bai Chye,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167889_XL1_20230521.jpg,Purple Figs,Taylor Dried Figs,$8.65,https://www.fairprice.com.sg/product/13126510,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13126510_XL1_20220909.jpg,"Total time: 30 mins , Serves: 4-5

Turnip Chayote Curry
Ingredients: 
Turnip - 1 - small - cubed
Chayote - cubed - 1 cup
Cabbage - chopped - 1 cup
Onion - 1/2 cup - chopped
Tomato - 1 - chopped
Garlic paste - 1/2 tbsp
Turmeric powder - a pinch
Chilli powder - 1/2 tsp
Coriander powder - 1 tsp
Cumin seeds - 1/2 tsp
Mustard seeds - 1/2 tsp
Oil - 2 tsp
Salt - to taste

Instructions:
Heat oil and add mustard seeds and cumin seeds. When the mustard seeds pop, add the onion and saute until translucent. Add the garlic paste and tomato. When the tomato becomes mushy, reduce the heat and add the turmeric powder, chilli powder and coriander powder. Fry until the oil starts leaving the sides of the pan. Now add salt and the cut vegetables. Fry for 4 to 5 mins and add 3 cups of water. Cover and cook until the vegetables are done and soft, about 15 mins. Now check for seasoning and cook open until the desired thickness is arrived. Serve hot with roti/chapathi/bread.

Source: https://krithiskitchen.blogspot.com/2011/02/turnip-chayote-curry.html"
Red Grapes,Egypt Seedless Red Grapes,$4.95,https://www.fairprice.com.sg/search?query=Red Grapes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13005330_XL1_20230919.jpg,Butternut Squash,Smart Knife Ready to Cook Butternut Squash Diced,$4.30,https://www.fairprice.com.sg/search?query=Butternut Squash,https://media.nedigital.sg/fairprice/90112236_XL1_20240717205529_033c6941ce1d76e9a8bf1f3fdeeba756.jpg,White Potatoes,Sumich Gourmet White Potatoes,$3.30,https://www.fairprice.com.sg/search?query=White Potatoes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10734235_XL1_20230203.jpg,French beans,Simply Finest French Bean,$2.15,https://www.fairprice.com.sg/search?query=French beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11629402_XL1_20230829.jpg,Black Olives,Borges Black Olives - Pitted,$4.79,https://www.fairprice.com.sg/search?query=Black Olives,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13003761_XL1_20211122.jpg,"Total time: 30 mins, Serves: 4

Sauteed Green Beans with Black Olives
Ingredients: 
1 large bunch fresh green beans trimmed and cleaned
1/4 cup black olives pitted and sliced
1 large spring onion finely slices cross ways
1 tablespoon olive oil
2 garlic cloves crushed
Sea salt to taste

Instructions:
Blanch the beans and then steam for about 5 minutes. Remove from heat.
Heat a large skillet and add olive oil, garlic and spring onion. Cook for about 5 minutes or until browned an slightly softened. Add the beans and reduce heat to medium. Cook for about 7-8 minutes or until the beans have reached a tenderness that you like. Add black olives and give a quick stir. Remove from heat and serve. Simple and delicious!

Source: https://juliascuisine.com/sauteed-green-beans-with-black-olives/"
Red Pears,Italy Red Pop Apple,$5.95,https://www.fairprice.com.sg/search?query=Red Pears,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13228441_XL1_20230309.jpg,Yellow Watermelon,Pasar Yellow Watermelon,$6.95,https://www.fairprice.com.sg/search?query=Yellow Watermelon,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10745831_XL1_20221122.jpg,Green Apples,YayaPapaya Apple Green Granny Smith,$3.52,https://www.fairprice.com.sg/search?query=Green Apples,https://media.nedigital.sg/fairprice/90074797_XL1_20240724091114_325e541db1f9a19322daf67a3cff8c81.jpg,Green Cabbage,The Silly Greens Stir Fry Long Cabbage (Ready To Cook),$4.15,https://www.fairprice.com.sg/search?query=Green Cabbage,https://media.nedigital.sg/fairprice/90149556_XL1_20240722003607_ba23100c50541758de69f396b5475f29.jpg,Purple Cabbage,Orgo Fresh Purple Cabbage (Whole),$4.28,https://www.fairprice.com.sg/search?query=Purple Cabbage,https://media.nedigital.sg/fairprice/90150776_XL1_20240723233732_50ecf8d8b9af9635e4a8222bfd959a66.jpg,"Total time: 25 mins, Serves 4

Cabbage and glass noodles
Ingredients:
1 package mung bean vermicelli
(50g/1.75oz)
1 pound green cabbage (preferably Taiwanese cabbage; about 1/2 of a small to medium cabbage)
2 eggs
1/4 teaspoon salt
1/2 teaspoon sesame oil
1 tablespoon shaoxing wine (plus 1 teaspoon)
3 tablespoons vegetable oil
3-5 dried red chilis (break them open if you want more heat)
2 cloves garlic (chopped)
1 scallion (chopped)
1 teaspoon oyster sauce (or vegetarian oyster sauce)
1/2 teaspoon sugar
1 tablespoon soy sauce
1/8 teaspoon white pepper

Instructions:
Soak the mung bean vermicelli noodles for about 10 minutes until soft. Cut the bundle in half to shorten the noodle lengths, and set them aside (still in the soaking water). Prep the cabbage by slicing it into 1/2-inch thick strips.
Beat the eggs along with the salt, sesame oil and 1 teaspoon Shaoxing wine. Heat a wok over high heat until lightly smoking. Add 1 tablespoon oil, and the eggs quickly after. Scramble them for 20-30 seconds, until theyâ€™re just almost done (they can still be a bit runny). Take the eggs out of the wok and set aside.
Heat the 2 remaining tablespoons of oil in the wok over medium-high heat. Add the chili, garlic, and scallion. Cook for 30 seconds, until fragrant. Before the peppers and garlic start to turn brown, add the cabbage, and increase the heat to high. Stir-fry for 2 minutes, until the cabbage is wilted.
Pull the noodles out of the soaking water, and add them to the cabbage. Then add the cooked egg and the 1 remaining tablespoon of shaoxing wine. Stir-fry, then add the oyster sauce, soy sauce, sugar, and white pepper. Stir everything together and continue to stir-fry for another 2 minutes or so, until the noodles are tender (add a splash of water if the noodles look dry). Plate and serve!

Source: https://thewoksoflife.com/cabbage-and-glass-noodle-stir-fry/"
Raspberries,Agroaguiar Raspberry,$7.00,https://www.fairprice.com.sg/search?query=Raspberries,https://media.nedigital.sg/fairprice/90055920_XL1_20240723015302_f4f75f2dccac8e6cf2a213bbdf8fb9fb.jpg,Pineapples,Pineapple,$2.95,https://www.fairprice.com.sg/search?query=Pineapples,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13112377_XL1_20230211.jpg,White Nectarines,Farmy Farmy Nectarine White,$9.99,https://www.fairprice.com.sg/search?query=White Nectarines,https://media.nedigital.sg/fairprice/90161452_XL1_20240715203729_c2434c7df3b4aaf5d940edef3874a2e2.jpg,Pea sprouts,Yuan Zhen Yuan Pea Shoots (Dou Miao),$3.02,https://www.fairprice.com.sg/search?query=Pea sprouts,https://media.nedigital.sg/fairprice/90175107_XL1_20240724071552_9bb84e571709bdcf87c353db6827a182.jpg,Eggplant,Go Fresh Pearl Brinjal,$2.40,https://www.fairprice.com.sg/search?query=Eggplant,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13106605_XL1_20221123.jpg,"Total time: 15 mins, Serves: 2

Eggplant with garlic sauce
Ingredients: 
For the eggplant
400 g eggplant(aubergine) - 14oz, see note 1
Â½ teaspoon salt
For the sauce
1Â½ tablespoon black rice vinegar
1Â½ tablespoon Shaoxing rice wine - see note 2
Â½ tablespoon dark soy sauce
1 tablespoon sugar
1Â½ tablespoon cornstarch
4 tablespoon water
1 teaspoon sesame oil
For stir-frying
1Â½ tablespoon cooking oil
50 g minced meat (pork/beef/chicken) - â…“ cup, see note 3 for vegetarian options
2 tablespoon picked chili garlic sauce - see note 4 & 5 for substitutes
4 cloves garlic, minced
2 teaspoon minced ginger
2 stalks scallions, finely chopped - separate the white & green parts

Instructions: 
Prepare the eggplant
Add the salt to a pot of water. Bring it to a full boil while slicing the eggplant into batons.
Put the eggplant into the boiling water. Cover and cook for 3-4 minutes until it becomes soft (but not mushy).
Drain in a colander and press gently to remove any excess water.
Mix the sauce
In a bowl, combine all the ingredients for the sauce. Set aside.
Stir fry the dish
Pour oil into a hot wok over high heat. Stir in the minced meat. Fry until pale.
Add pickled chilli, garlic, ginger and white part of the scallions. Sizzle until fragrant.
Stir in the eggplant. Fry until itâ€™s piping hot. Pour in the sauce (stir well beforehand). Stir to coat evenly.
Turn off the heat once the sauce thickens. Sprinkle the green part of the scallions. Dish out and serve immediately.

Source: https://redhousespice.com/eggplant-with-garlic-sauce/"
Red Watermelon,Pasar Seedless Red Watermelon,$7.25,https://www.fairprice.com.sg/search?query=Red Watermelon,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13002027_XL1_20221123.jpg,Yellow Pears,HORTI Tomato Yellow Pear Seeds,$2.52,https://www.fairprice.com.sg/search?query=Yellow Pears,https://media.nedigital.sg/fairprice/90043330_XL1_20240722161131_bd3a655cff9d2f147d940be44f928de9.jpg,Ginger,Simply Finest Young Ginger,$2.05,https://www.fairprice.com.sg/search?query=Ginger,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11629461_XL1_20221123.jpg,French beans,Simply Finest French Bean,$2.15,https://www.fairprice.com.sg/search?query=French beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11629402_XL1_20230829.jpg,Purple Potatoes,Orgo Fresh Royal Purple Honey Sweet Potato,$4.22,https://www.fairprice.com.sg/search?query=Purple Potatoes,https://media.nedigital.sg/fairprice/90150285_XL1_20240723235813_1ff26bcb53eaaf59722b0aa40f470bbf.jpg,"Total time: 30 mins, Serves: 4

Sauteed Green Beans with Black Olives
Ingredients: 
1 large bunch fresh green beans trimmed and cleaned
1/4 cup black olives pitted and sliced
1 large spring onion finely slices cross ways
1 tablespoon olive oil
2 garlic cloves crushed
Sea salt to taste

Instructions:
Blanch the beans and then steam for about 5 minutes. Remove from heat.
Heat a large skillet and add olive oil, garlic and spring onion. Cook for about 5 minutes or until browned an slightly softened. Add the beans and reduce heat to medium. Cook for about 7-8 minutes or until the beans have reached a tenderness that you like. Add black olives and give a quick stir. Remove from heat and serve. Simple and delicious!

Source: https://juliascuisine.com/sauteed-green-beans-with-black-olives/"
Red Peppers,"Simply Organic Crushed Red Pepper, 45g",$11.00,https://www.fairprice.com.sg/search?query=Red Peppers,https://media.nedigital.sg/fairprice/90040795_XL1_20240721112739_bbb8ff59ef5c8944aeae44f8602b9b41.jpg,Papayas,Fresh Hong Kong Papaya - L,$3.95,https://www.fairprice.com.sg/search?query=Papayas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13056926_XL1_20230510.jpg,Guava,Pasar Malaysia Seedless Guava,$2.95,https://www.fairprice.com.sg/search?query=Guava,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10828717_XL1_20221123.jpg,Bok Choy,Simply Finest Xiao Bai Cai,$1.83,https://www.fairprice.com.sg/search?query=Bok Choy,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167889_XL1_20230521.jpg,Purple Figs,Taylor Dried Figs,$8.65,https://www.fairprice.com.sg/product/13126510,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13126510_XL1_20220909.jpg,"Total time: 40 mins, Serves: 3-4

Gianataang Monok with Papaya
Ingredients:
750g chicken leg and thigh with the skin on
1 green papaya, peeled sliced into wedges
400g any leafy greens, I used spinach and bok choy
1 litre (2 tins) coconut milk
1 cup chicken stock
1 red bell pepper chopped
3 red chillies and 3 green birds eye chilli (depending on how spicy you want it)
1 onion chopped
6 cloves garlic minced
3 thumbs ginger julienne
Fish sauce and ground black pepper to taste
4 tablespoons cooking oil

Instructions: 
Heat the oil, with the pan on a high heat brown the chicken on both sides until the skin darkens and the fat has mostly rendered off, donâ€™t worry about cooking the chicken through, this step is just to brown the skin.
Remove and set aside.
Add the onion, garlic and ginger to the oil and chicken fat, cook on a low heat for a few minutes until lightly browned and fragrant.
Add the chicken back in along with the coconut milk, stock and chilli. Cook covered for 30 minutes on a low to medium heat.
Then add the papaya and cook for 10 minutes until it is tender.
Finish with the greens for 30 seconds until vibrant and season with fish sauce and pepper. Serve as is or with steamed rice!

Source: https://seemapankhania.wordpress.com/2020/05/20/gianataang-monok-with-papaya/"
Tomatoes,Fresh Tomatoes,$1.82,https://www.fairprice.com.sg/search?query=Tomatoes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12228635_XL1_20221123.jpg,Nectarines,Farmy Farmy Nectarine White,$9.99,https://www.fairprice.com.sg/search?query=Nectarines,https://media.nedigital.sg/fairprice/90161452_XL1_20240715203729_c2434c7df3b4aaf5d940edef3874a2e2.jpg,Chickpeas,Green Earth Organic Chickpeas,$9.90,https://www.fairprice.com.sg/search?query=Chickpeas,https://media.nedigital.sg/fairprice/90031014_XL1_20240723184721_0f16571b3c9d2d3daf0f34a3027ce7b9.jpg,Japanese Green,Go Fresh Japanese Green,$1.48,https://www.fairprice.com.sg/search?query=Japanese Green,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12533584_XL1_20221122.jpg,Black beans,Dr Gram Organic Black Bean - Green Flesh,$8.55,https://www.fairprice.com.sg/product/dr-gram-organic-black-bean-green-flesh-500-g-90032000,https://media.nedigital.sg/fairprice/90032000_XL1_20240718203700_9570e337b0e369ecb3827d1be7fdc2a5.jpg,"Total time: 20 mins, Serves: 4

Chickpea and Tomato Curry
Ingredients:
Chickpeas, drained, 2 cans
Tomato, chopped, 2 medium
Tomato puree, 2 tbsp
Onion, chopped, 1 medium
Ginger, minced, 1 tbsp
Curry powder, 1Â½ tbsp
Rice bran oil, 2 tbsp
Salt, To taste

Instructions: 
Heat oil in a frying pan.
Add ginger, onion and curry powder to pan. Stir frequently until onion turns golden brown.
Add in chickpeas, chopped tomatoes, tomato puree and Â½ cup of water.
Reduce heat and simmer for 10 minutes until sauce thickens.
Serve with rice or bread.

Source: https://www.myheart.org.sg/recipes/chickpea-and-tomato-curry/ 
"
Red Potatoes,Wah Harvest Australia Chat Potato - Red,$3.50,https://www.fairprice.com.sg/search?query=Red Potatoes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13178554_XL1_20221122.jpg,Lemons,Orgo Fresh Large Yellow Lemon,$2.38,https://www.fairprice.com.sg/search?query=Lemons,https://media.nedigital.sg/fairprice/90144359_XL1_20240724091022_c4f9005309363e315354e56cfb65a2fa.jpg,Black eye beans,Pasar Dried Black Eye Beans,$1.37,https://www.fairprice.com.sg/search?query=Black eye beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10521213_XL1_20221215.jpg,Zucchini,Kitchenlicious Green Zucchini,$4.00,https://www.fairprice.com.sg/search?query=Zucchini,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13042233_XL1_20221123.jpg,Black lentils,Kitchen Xpress Black Urid Whole 1 Kg -- By Dashmesh,$3.84,https://www.fairprice.com.sg/product/kitchen-xpress-black-urid-whole-1-kg-by-dashmesh-1-kg-90022516,https://media.nedigital.sg/fairprice/90022516_XL1_20240801154208_3fe06fbbd6328ce557bcb043dbaafa69.jpg,"Total time: 45 mins, Serves: 4

Lentil and vegetable soup with crusty bread
Ingredients: 
Spray cooking oil
1 large red onion, finely diced
2 sticks celery, trimmed, diced
2 cloves garlic, peeled, finely diced
1 teaspoon ground turmeric
1 teaspoon ground cumin
1 medium sweet potato, peeled, cut into small cubes
4 medium sized tomatoes, roughly chopped
600 g canned no added salt brown lentils, drained, rinsed
300 ml reduced salt vegetable stock (see tips)
700 ml water
3 cups baby spinach leaves
1 tablespoon parsley, roughly chopped, to serve
4 slices crusty multigrain bread, toasted, to serve

Instructions:
Step 1 - Place a large pot over medium heat and spray with olive oil. Cook onion, celery and garlic and cook for 1-2 minutes, or until just softened.
Step 2 - Add the spices to the pan and cook for another 1-2 minutes until fragrant.
Step 3 - Add sweet potato, tomatoes, lentils, vegetable stock and water to the pot and bring to the boil. Reduce heat and simmer, partially covered, for 20-25 minutes or until sweet potato is tender, cooked through and soup has thickened. Stir through spinach.
Step 4 - Divide the soup between 4 bowls and serve with chopped parsley, cracked pepper and grainy bread.

Source: https://www.heartfoundation.org.au/recipes/lentil-and-vegetable-soup-with-crusty-bread"
Tomatoes,Fresh Tomatoes,$1.82,https://www.fairprice.com.sg/search?query=Tomatoes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12228635_XL1_20221123.jpg,Grapefruit,YayaPapaya Grapefruit,$1.30,https://www.fairprice.com.sg/search?query=Grapefruit,https://media.nedigital.sg/fairprice/90074788_XL1_20240723210059_cf3cff18244e1369060b088478034844.jpg,Daikon radish,Grozer Daikon White Radish,$3.14,https://www.fairprice.com.sg/search?query=Daikon radish,https://media.nedigital.sg/fairprice/90075818_XL1_20240724074007_b71a346c661c52e83a4ff6d643d83837.jpg,Sugar Snap Peas,Orgo Fresh Sweet Sugar Snap Peas 130g x 2,$3.88,https://www.fairprice.com.sg/search?query=Sugar Snap Peas,https://media.nedigital.sg/fairprice/90196364_XL1_20240722142430_e7b690c4cf76ed28c482d5087646fe9f.jpg,Purple sweet potato,Orgo Fresh Royal Purple Honey Sweet Potato,$4.22,https://www.fairprice.com.sg/search?query=Purple sweet potato,https://media.nedigital.sg/fairprice/90150285_XL1_20240723235813_1ff26bcb53eaaf59722b0aa40f470bbf.jpg,"Total time: 20 mins, Serves: 4

Chickpea and Tomato Curry
Ingredients:
Chickpeas, drained, 2 cans
Tomato, chopped, 2 medium
Tomato puree, 2 tbsp
Onion, chopped, 1 medium
Ginger, minced, 1 tbsp
Curry powder, 1Â½ tbsp
Rice bran oil, 2 tbsp
Salt, To taste

Instructions: 
Heat oil in a frying pan.
Add ginger, onion and curry powder to pan. Stir frequently until onion turns golden brown.
Add in chickpeas, chopped tomatoes, tomato puree and Â½ cup of water.
Reduce heat and simmer for 10 minutes until sauce thickens.
Serve with rice or bread.

Source: https://www.myheart.org.sg/recipes/chickpea-and-tomato-curry/ 
"
Dragonfruit red,YayaPapaya Dragonfruit Red,$3.25,https://www.fairprice.com.sg/search?query=Dragonfruit red,https://media.nedigital.sg/fairprice/90074790_XL1_20240724084741_f24268360e260188000b5f1619ae12f3.jpg,Rockmelon,Yuan Zhen Yuan Australian Rockmelon Large,$13.50,https://www.fairprice.com.sg/product/yuan-zhen-yuan-australian-rockmelon-large-1-5-kg-90175110,https://media.nedigital.sg/fairprice/90175110_XL1_20240802140234_051973a7d48c0ee645ad59b34e7ad2ba.jpgc,Mushrooms,Hokto Mushroom - Bunashimeji,$1.59,https://www.fairprice.com.sg/search?query=Mushrooms,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11212658_XL1_20240613.jpg,Snow Peas,Pasar Snow Peas ,$1.25,https://www.fairprice.com.sg/search?query=Snow Peas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10419673_XL1_20221122.jpg,Black beans,Dr Gram Organic Black Bean - Green Flesh,$8.55,https://www.fairprice.com.sg/product/dr-gram-organic-black-bean-green-flesh-500-g-90032000,https://media.nedigital.sg/fairprice/90032000_XL1_20240718203700_9570e337b0e369ecb3827d1be7fdc2a5.jpg,"Total time: 20 mins, Serves: 4

Sugar snap pea and mushroom saute
Ingredients:
2 tablespoons vegetable oil
10 ounces cremini mushrooms, trimmed and sliced
10 ounces sugar snap peas, trimmed (about 3 cups)
3 large scallions, white and light green parts, cut into 2-inch pieces (about 1 1/2 cups)
4 cloves garlic, minced
2 tablespoons low-sodium soy sauce
Crushed red pepper for garnish, optional

Instructions:
Warm oil in a large skillet over medium-high heat until shimmering. Add mushrooms, snap peas and scallions and cook, stirring constantly, until snap peas are bright green and mushrooms have released their liquid, 3 to 4 minutes. Add garlic and cook, stirring, until golden, about 30 seconds.

Add soy sauce and cook for 3 to 4 minutes more, stirring, until snap peas are crisp-tender. Sprinkle with red pepper, if desired. Serve.

Source: https://www.myrecipes.com/recipe/sugar-snap-pea-mushroom-saute"
Red beans,Pasar Red Bean,$2.80,https://www.fairprice.com.sg/search?query=Red beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13206571_XL1_20221215.jpg,Apricots,YayaPapaya Apricot,$7.00,https://www.fairprice.com.sg/search?query=Apricots,https://media.nedigital.sg/fairprice/90174943_XL1_20240724021154_f89de0c585fb1238b1da6235cb637254.jpg,Cauliflower,Yuan Zhen Yuan Cauliflower China,$2.95,https://www.fairprice.com.sg/search?query=Cauliflower,https://media.nedigital.sg/fairprice/90187036_XL1_20240724091435_bf08229a3bacf9b8f1c072e9b0f9f29d.jpg,Peas,Pasar Snow Peas ,$1.25,https://www.fairprice.com.sg/search?query=Peas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10419673_XL1_20221122.jpg,Blueberries,Fresh Blueberries,$3.90,https://www.fairprice.com.sg/search?query=Blueberries,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10632060_XL1_20201014.jpg,"Total time: 1 hour, Serves: 4

Roasted curried cauliflower
Ingredients:
1 head of cauliflower florets only
1/4 cup olive oil or melted coconut oil
1 tsp lemon zest
1/2 tsp turmeric powder
1/2 tsp cayenne pepper optional: please adjust to your taste, I like mine fairly spicy
1 tbsp curry powder
2 cloves garlic minced
Salt and pepper to taste
Chopped cilantro for garnishing
Spritz of lemon juice to serve

Instructions:
Preheat oven to 200C.
Line baking tray with parchment paper.
Mix all the spices in with the oil in a small bowl.
Place florets in a large mixing bowl.
Drizzle in the oil mixture over the cauliflower.
Use a spoon or spatula to coat florets well with the seasoning.
Spread out cauliflower on parchment lined tray in a single layer without overlapping.
Bake in the middle slot of the oven for 30-40 mins at 200C.
Garnish with chopped cilantro, and a little spritz of lemon juice.

Source: https://delishar.com/2014/10/roasted-curried-cauliflower.html"
